1,1,-92,21:08:36,43.155487,141.443837,2479.2M,
1,1,-119,21:08:46,43.155709,141.444588,2531.6M,
1,1,-92,21:09:12,43.156414,141.446729,2693.6M,
1,1,-97,21:09:22,43.156577,141.447454,2751.9M,
1,1,-117,21:09:37,43.156832,141.448242,2806.1M,
1,1,-98,21:09:47,43.157161,141.449017,2860.9M,
1,1,-97,21:09:59,43.157771,141.450724,2961.8M,
1,1,-90,21:10:14,43.157830,141.451542,3011.1M,
1,1,-97,21:10:39,43.158378,141.453385,3112.2M,
1,1,-88,21:11:00,43.159254,141.456204,3270.3M,
1,1,-93,21:11:15,43.159588,141.457164,3326.9M,
1,1,-115,21:11:24,43.159797,141.458206,3392.5M,
1,1,-93,21:11:40,43.160151,141.459411,3450.5M,
1,1,-98,21:11:50,43.160384,141.460659,3504.2M,
1,1,-97,21:12:21,43.161800,141.466322,3725.4M,
1,1,-116,21:13:07,43.162851,141.473667,4015.1M,
1,1,-96,21:13:22,43.162865,141.475178,4074.1M,
1,1,-99,21:13:47,43.162728,141.478245,4183.0M,
1,1,-101,21:14:09,43.162867,141.482848,4344.5M,
1,1,-97,21:14:24,43.162926,141.484386,4407.9M,
1,1,-97,21:15:10,43.162970,141.491441,4685.8M,
1,1,-122,21:15:49,43.162704,141.495737,4848.1M,
1,1,-102,21:16:21,43.162262,141.502058,5067.7M,
1,1,-101,21:16:36,43.162092,141.503749,5125.4M,
1,1,-101,21:16:46,43.161968,141.505557,5176.9M,
1,1,-102,21:16:56,43.161845,141.507375,5238.0M,
1,1,-104,21:17:12,43.161889,141.510935,5350.5M,
1,1,-120,21:17:22,43.162013,141.512960,5407.4M,
1,1,-121,21:17:47,43.162203,141.517162,5518.2M,
1,1,-120,21:17:57,43.162318,141.519264,5572.3M,
1,1,-119,21:18:08,43.162418,141.523486,5684.6M,
1,1,-97,21:18:39,43.162682,141.527854,5791.8M,
1,1,-123,21:18:58,43.162829,141.532009,5911.6M,
1,1,-109,21:19:10,43.163002,141.536441,6024.5M,
1,1,-121,21:19:49,43.163011,141.543388,6187.1M,
1,1,-105,21:20:00,43.162965,141.545713,6241.7M,
1,1,-121,21:20:20,43.162750,141.552407,6393.2M,
1,1,-99,21:20:36,43.162581,141.554900,6455.7M,
1,1,-125,21:20:45,43.162373,141.557372,6513.2M,
1,1,-98,21:21:01,43.162010,141.562038,6621.2M,
1,1,-98,21:21:22,43.161581,141.566918,6724.7M,
1,1,-98,21:21:47,43.161235,141.571770,6838.5M,
1,1,-95,21:21:57,43.161134,141.574286,6888.8M,
1,1,-123,21:22:02,43.161007,141.576846,6949.9M,
1,1,-121,21:22:18,43.160757,141.582137,7076.6M,
1,1,-121,21:22:33,43.160729,141.584849,7132.3M,
1,1,-121,21:22:43,43.160824,141.587605,7187.5M,
1,1,-101,21:23:03,43.161084,141.593019,7291.3M,
1,1,-100,21:23:20,43.161532,141.598785,7400.2M,
1,1,-100,21:23:35,43.161721,141.601876,7467.6M,
1,1,-100,21:23:45,43.161953,141.604845,7521.4M,
1,1,-104,21:24:00,43.162136,141.608002,7581.8M,
1,1,-99,21:24:21,43.162792,141.617094,7770.7M,
1,1,-107,21:24:36,43.163077,141.620118,7830.3M,
1,1,-103,21:24:46,43.163422,141.623161,7878.3M,
1,1,-104,21:25:01,43.164018,141.629449,7989.1M,
1,1,-105,21:25:22,43.164477,141.636021,8105.9M,
1,1,-107,21:25:37,43.164811,141.639189,8166.8M,
1,1,-126,21:26:18,43.166886,141.655158,8433.6M,
1,1,-106,21:28:10,43.172386,141.687386,8982.6M,
1,1,-104,21:28:56,43.175957,141.705194,9284.6M,
1,1,-106,21:29:47,43.180286,141.725234,9545.1M,
1,1,-108,21:29:57,43.181083,141.729564,9593.3M,
1,1,-109,21:30:12,43.182603,141.738531,9681.8M,
1,1,-117,21:37:11,43.213702,141.993971,11990.8M,
