1,1,-66,20:58:55,43.126065,141.430815,12.5M,
1,1,-68,20:59:10,43.126077,141.430822,10.8M,
1,1,-67,20:59:15,43.126090,141.430827,9.7M,
1,1,-63,20:59:25,43.126101,141.430831,8.2M,
1,1,-79,20:59:56,43.126098,141.430833,5.1M,
1,1,-76,21:00:01,43.126085,141.430838,9.8M,
1,1,-83,21:00:11,43.126237,141.430834,66.0M,
1,1,-85,21:00:21,43.126460,141.430762,118.1M,
1,1,-95,21:00:36,43.126950,141.430782,170.8M,
1,1,-101,21:00:57,43.127744,141.430253,265.0M,
1,1,-98,21:01:02,43.128258,141.430211,307.3M,
1,1,-99,21:01:12,43.128513,141.430173,347.9M,
1,1,-97,21:01:22,43.129092,141.429953,397.6M,
1,1,-109,21:01:37,43.129650,141.429755,442.4M,
1,1,-102,21:01:58,43.130890,141.429505,534.6M,
1,1,-101,21:02:03,43.131580,141.429227,572.2M,
1,1,-105,21:02:13,43.132374,141.429034,620.9M,
1,1,-101,21:02:23,43.133101,141.428931,666.8M,
1,1,-111,21:02:38,43.133753,141.428986,706.4M,
1,1,-116,21:03:00,43.135303,141.428695,791.7M,
1,1,-114,21:03:05,43.136084,141.428728,839.0M,
1,1,-112,21:03:15,43.136855,141.428715,885.1M,
1,1,-114,21:03:25,43.137609,141.428705,937.5M,
1,1,-106,21:03:40,43.138445,141.428771,989.3M,
1,1,-112,21:03:56,43.141099,141.429236,1132.5M,
1,1,-111,21:04:11,43.142162,141.429417,1178.0M,
1,1,-116,21:04:21,43.143169,141.429846,1224.5M,
1,1,-104,21:04:36,43.144102,141.430291,1272.0M,
1,1,-113,21:04:57,43.146941,141.431338,1427.5M,
1,1,-111,21:05:12,43.147833,141.431950,1487.8M,
1,1,-94,21:05:23,43.148792,141.432535,1537.7M,
1,1,-110,21:05:37,43.149492,141.433165,1586.5M,
1,1,-110,21:05:58,43.151607,141.434804,1734.8M,
1,1,-112,21:06:13,43.152011,141.435647,1786.4M,
1,1,-110,21:06:23,43.152367,141.436407,1842.2M,
1,1,-110,21:06:38,43.152565,141.437027,1890.9M,
1,1,-104,21:07:10,43.152916,141.438850,2048.1M,
1,1,-114,21:07:14,43.153036,141.439599,2095.3M,
1,1,-116,21:07:24,43.153270,141.440080,2144.9M,
1,1,-121,21:07:39,43.153639,141.440613,2184.0M,
1,1,-110,21:08:06,43.154512,141.441879,2333.1M,
1,1,-96,21:08:11,43.154801,141.442371,2386.3M,
1,1,-116,21:08:21,43.155071,141.443036,2436.9M,
